food_id,dish_name,food_type,cuisine_region,meal_time_category,serving_size_g,default_portion,carbs_g,protein_g,fat_g,fiber_g,sugar_g,glycemic_index,glycemic_load,calories_kcal,sodium_mg,vitamins_minerals_info,avoid_for_diabetic,safe_threshold_sugar,risky_threshold_sugar,risky_reason,recommended_alternatives,portion_adjustment,meal_time_fit,dietitian_notes
59,Plain omelette/omlet,Snack,Global,Snack,100,1 serving,0.64,9.66,25.74,0.12,0.51,77,0.4928,272.41,226.18,"48.4, 1.35, 0.3, 50.48",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
60,Stuffed egg omelette/omlet,Meat,Global,Breakfast,100,1 serving,2.3,8.6,17.77,0.75,1.57,64,1.472,203.51,267.19,"89.91, 0.91, 8.29, 70.23",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
61,Pancake,Snack,Global,Snack,100,1 serving,20.49,5.68,10.82,0.65,3.32,58,11.884199999999998,203.36,143.7,"79.49, 0.69, 0.5, 5.43",No,100,130,Normal,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
62,Keema pancake,Meat,Global,Snack,100,1 serving,9.56,9.01,11.25,0.84,2.2,71,6.7876,176.27,125.4,"40.96, 0.93, 4.64, 12.23",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
63,Vegetable pancake,Snack,Global,Snack,100,1 serving,12.24,3.87,6.57,2.48,2.09,70,8.568000000000001,125.18,116.69,"42.89, 0.79, 20.63, 28.57",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
64,Jam and fruit pancake,Snack,Global,Snack,120,1 fruit,20.73,3.79,7.01,1.21,7.85,65,13.4745,162.02,93.09,"54.06, 0.52, 6.48, 8.42",Yes,100,130,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
65,Khoa and coconut pancake,Snack,Global,Snack,100,1 serving,27.32,6.98,15.29,1.65,16.47,72,19.6704,271.98,101.0,"157.22, 1.12, 0.73, 19.12",Yes,100,130,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
66,Brown stock,Snack,Global,Snack,100,1 serving,0.25,1.95,1.38,0.09,0.14,72,0.18,21.32,44.6,"17.16, 0.3, 1.5, 6.33",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
67,Vegetable stock,Snack,Global,Snack,100,1 serving,0.96,0.3,1.38,0.38,0.44,67,0.6431999999999999,17.6,49.75,"5.08, 0.12, 7.58, 13.92",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
68,Chicken stock,Meat,Global,Dinner,100,1 serving,0.37,3.69,1.51,0.1,0.2,61,0.2257,29.88,58.58,"3.57, 0.18, 0.84, 10.19",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
69,Clear tomato soup (Tamatar ka soup),Vegetable,Global,Dinner,180,1 bowl soup,3.45,4.79,12.22,1.96,1.44,63,2.1735,80.07,5135.74,"29.05, 1.14, 53.16, 43.91",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
70,Lentil soup,Lentil,Global,Dinner,180,1 bowl soup,3.94,9.65,11.68,2.57,1.06,55,2.167,31.17,10418.84,"40.57, 2.26, 17.9, 34.92",No,110,140,Normal,"Besan kadhi with pakodies, Washed moong dal (Dhuli moong ki dal), Sprouted moong salad ",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
71,Chicken consomme (Clear chicken soup),Meat,Global,Dinner,180,1 bowl soup,1.19,11.47,12.02,1.57,0.54,79,0.9401,47.94,8953.64,"35.48, 1.82, 2.1, 11.38",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
72,Cream of tomato soup,Vegetable,Global,Dinner,180,1 bowl soup,3.93,4.61,13.12,1.38,1.81,48,1.8864,97.81,4461.22,"39.61, 0.95, 53.23, 44.01",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
73,Cream of green peas soup,Vegetable,Global,Dinner,180,1 bowl soup,6.75,7.13,14.78,2.95,1.61,30,2.025,127.84,4999.7,"51.01, 1.48, 52.28, 88.58",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
74,Cream of spinach soup,Vegetable,Global,Dinner,180,1 bowl soup,3.45,5.21,13.31,1.74,1.13,68,2.346,100.54,4429.81,"70.77, 2.1, 63.34, 298.06",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",limit to small portion (¾ cup); minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
75,Cream of mixed vegetable soup,Vegetable,Global,Dinner,180,1 bowl soup,4.93,6.84,9.05,2.14,2.1,70,3.451,59.65,5655.45,"65.26, 1.36, 39.02, 54.46",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
76,Cream of mushroom soup,Vegetable,Global,Dinner,180,1 bowl soup,3.74,6.64,15.5,1.34,1.93,35,1.3090000000000002,117.28,5276.06,"70.56, 1.81, 5.79, 30.72",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
77,Chicken sweet corn soup,Meat,Global,Dinner,180,1 bowl soup,1.63,14.48,12.59,0.47,0.27,39,0.6356999999999999,28.32,12205.33,"91.5, 3.83, 2.02, 13.45",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry)",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
78,Minestrone soup,Vegetable,Global,Dinner,180,1 bowl soup,3.71,9.3,11.09,1.92,1.01,55,2.0405,42.66,8875.06,"53.55, 1.82, 19.43, 23.24",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
79,Egg drop soup,Meat,Global,Breakfast,180,1 bowl soup,1.1,12.93,13.52,0.81,0.6,37,0.407,26.64,12418.84,"100.14, 3.93, 8.51, 28.19",No,110,140,Normal,"Meat stock, Roast chicken, Egg in a pepper",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
80,Chinese cabbage and meat ball soup,Meat,Global,Dinner,180,1 bowl soup,1.43,5.21,56.57,0.57,0.37,54,0.7722,484.31,4249.41,"41.07, 1.52, 16.72, 20.33",No,110,140,Normal,"Egg in a pepper, Fried Egg , Egg drop soup",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
81,French onion soup,Vegetable,Global,Dinner,180,1 bowl soup,4.28,11.41,14.39,1.01,1.5,37,1.5836,55.61,11202.89,"106.22, 3.52, 5.35, 24.85",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
82,Hot and sour soup,Vegetable,Global,Dinner,180,1 bowl soup,1.78,3.12,1.31,0.6,0.66,36,0.6408,31.51,163.26,"10.68, 0.43, 24.59, 39.83",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
83,Talaumein soup,Vegetable,Global,Dinner,180,1 bowl soup,4.17,10.12,12.78,1.94,0.77,55,2.2935,35.63,11088.14,"42.33, 2.23, 12.62, 48.58",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
84,Cold cucumber soup (Thanda kheere ka soup),Vegetable,Global,Dinner,180,1 bowl soup,4.58,2.99,1.99,0.88,3.34,70,3.2060000000000004,48.03,121.32,"99.79, 0.32, 5.05, 27.42",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
85,Cold summer garden soup,Vegetable,Global,Dinner,180,1 bowl soup,2.65,8.57,14.08,1.86,0.46,32,0.848,49.19,9919.62,"43.93, 2.13, 16.3, 43.26",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
86,Chapati/Roti,Cereal,Indian,Lunch,50,1 roti/chapati,35.65,5.88,3.56,6.31,1.0,54,19.251,202.31,1.16,"17.22, 2.28, 0.0, 5.84",No,90,120,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",limit to small portion (¾ cup); add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
87,Plain parantha/paratha,Cereal,Indian,Breakfast,50,1 roti/chapati,30.69,5.06,16.86,5.43,0.86,69,21.1761,298.3,62.07,"14.81, 1.98, 0.0, 7.79",Yes,90,120,High GI,"Consomme au vermicelli, Vermicelli porridge (Semiya/Seviyan porridge), Bread upma",reduce to half portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
88,Potato parantha/paratha (Aloo ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,23.92,3.7,10.22,4.18,1.15,52,12.4384,205.04,127.2,"17.38, 1.52, 7.98, 14.96",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Peas pulao (Matar pulao)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
89,Radish parantha/paratha (Mooli ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,20.54,3.3,9.53,4.32,1.31,78,16.0212,183.52,127.03,"23.75, 1.39, 8.44, 20.74",Yes,100,130,High GI,"Consomme au vermicelli, Vermicelli porridge (Semiya/Seviyan porridge), Bread upma",reduce to half portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
90,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,18.84,3.73,9.47,4.68,1.15,48,9.0432,178.07,190.03,"22.0, 1.59, 17.61, 26.32",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Peas pulao (Matar pulao)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
91,Dal parantha/paratha,Lentil,Indian,Breakfast,50,1 roti/chapati,30.03,6.78,13.05,6.46,1.43,38,11.4114,268.24,156.13,"23.89, 2.45, 1.8, 29.02",No,90,120,Normal,"Moong dal with vadi, Besan kadhi with pakodies, Washed moong dal (Dhuli moong ki dal)",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
92,Sprouted moong parantha/paratha,Lentil,Indian,Breakfast,50,1 roti/chapati,24.31,4.29,12.43,4.49,1.47,40,9.724,228.59,153.94,"20.33, 1.94, 2.0, 12.52",No,100,130,Normal,"Washed moong dal (Dhuli moong ki dal), Split bengal gram with bottle gourd (Channa dal with ghiya/lauki), Rice moong dal cheela (Chawal aur moong dal ka cheela)",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
93,Pea parantha/paratha (Matar ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,21.51,5.59,8.8,5.61,1.29,45,9.6795,190.73,109.99,"23.49, 1.78, 17.8, 33.64",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Peas pulao (Matar pulao)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
94,Keema parantha/paratha,Meat,Indian,Breakfast,50,1 roti/chapati,18.36,9.41,13.91,3.44,0.99,75,13.77,238.09,140.62,"19.35, 1.8, 1.8, 11.49",Yes,100,130,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
95,Paneer parantha/paratha,Dairy,Indian,Breakfast,50,1 roti/chapati,24.33,7.98,14.62,4.0,3.77,48,11.6784,262.97,142.52,"127.65, 1.7, 1.69, 29.0",No,100,130,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
96,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),Cereal,Indian,Breakfast,50,1 roti/chapati,21.39,5.54,12.09,4.39,1.31,58,12.406200000000002,216.49,177.19,"33.07, 1.85, 6.65, 50.53",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Bread sauce",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
